ID,Handedness,Gender,Type,ConceptOrder,Resp,Axis,Pixel,Exp1,Exp2,Exp3,Exp4
S111,Right,Male,Q,1,least,y,409,NA,NA,NA,NA
S111,Right,Male,Q,2,less,x,367,NA,NA,NA,NA
S111,Right,Male,Q,2,less,y,84,NA,NA,NA,NA
S111,Right,Male,Q,3,more,x,375,NA,NA,NA,NA
S111,Right,Male,Q,3,more,y,630,NA,NA,NA,NA
S111,Right,Male,Q,4,most,x,675,NA,NA,NA,NA
S111,Right,Male,Q,4,most,y,363,NA,NA,NA,NA
S111,Right,Male,T,1,earliest,x,381,NA,NA,NA,NA
S111,Right,Male,T,1,earliest,y,78,NA,NA,NA,NA
S111,Right,Male,T,2,earlier,x,393,NA,NA,NA,NA
S111,Right,Male,T,2,earlier,y,661,NA,NA,NA,NA
S111,Right,Male,T,3,later,x,668,NA,NA,NA,NA
S111,Right,Male,T,3,later,y,329,NA,NA,NA,NA
S111,Right,Male,T,4,latest,x,103,NA,NA,NA,NA
S111,Right,Male,T,4,latest,y,407,NA,NA,NA,NA
S111,Right,Male,V,1,worst,x,360,NA,NA,NA,NA
S111,Right,Male,V,1,worst,y,82,NA,NA,NA,NA
S111,Right,Male,V,2,worse,x,109,NA,NA,NA,NA
S111,Right,Male,V,2,worse,y,422,NA,NA,NA,NA
S111,Right,Male,V,3,better,x,358,NA,NA,NA,NA
S111,Right,Male,V,3,better,y,657,NA,NA,NA,NA
S111,Right,Male,V,4,best,x,653,NA,NA,NA,NA
S111,Right,Male,V,4,best,y,389,NA,NA,NA,NA
S112,Right,Female,N,1,2,x,540,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,N,1,2,y,572,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,N,2,4,x,651,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,N,2,4,y,259,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,N,3,7,x,170,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,N,3,7,y,182,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,N,4,9,x,107,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,N,4,9,y,372,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,Q,1,least,x,362,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,Q,1,least,y,64,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,Q,2,less,x,200,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,Q,2,less,y,604,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,Q,3,more,x,446,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,Q,3,more,y,653,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,Q,4,most,x,399,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S112,Right,Female,Q,4,most,y,657,I felt like the top of the circle was a better fit for most and the others were relative to that.,The top portion of the circle seemed more appropriate for best. And the bottom for worst.,NA,I placed them as you would see them on a clock. The circle was reminiscent of a clock.
S113,Right,Male,Q,1,least,x,403,Acted like the circle was a container and there were varying degrees of fullness to it.,Best represented the center of the circle. The others were varying degrees of not centered.,Moving to the left was earlier and to the right is later. Almost as the circle is a clock,NA
S113,Right,Male,Q,1,least,y,76,Acted like the circle was a container and there were varying degrees of fullness to it.,Best represented the center of the circle. The others were varying degrees of not centered.,Moving to the left was earlier and to the right is later. Almost as the circle is a clock,NA
S113,Right,Male,Q,2,less,x,403,Acted like the circle was a container and there were varying degrees of fullness to it.,Best represented the center of the circle. The others were varying degrees of not centered.,Moving to the left was earlier and to the right is later. Almost as the circle is a clock,NA
S113,Right,Male,Q,2,less,y,279,Acted like the circle was a container and there were varying degrees of fullness to it.,Best represented the center of the circle. The others were varying degrees of not centered.,Moving to the left was earlier and to the right is later. Almost as the circle is a clock,NA
